sexe,prenom,annee,nombre
2,CHELSEA,2003,46
2,CHELSIE,2003,8
2,CHELSSY,2003,5
2,CHELSY,2003,13
2,CHENOA,2003,12
2,CHERAZ,2003,3
2,CHERAZAD,2003,3
2,CHERAZADE,2003,9
2,CHERIFA,2003,15
2,CHERIHANE,2003,10
2,CHERINE,2003,69
2,CHERYL,2003,9
2,CHERYNE,2003,14
2,CHEYENE,2003,3
2,CHEYENNE,2003,101
2,CHEYMA,2003,17
2,CHEYMAA,2003,4
2,CHIARA,2003,448
2,CHIMENE,2003,111
2,CHINE,2003,4
2,CHIRAZ,2003,13
2,CHIREL,2003,6
2,CHIRINE,2003,67
2,CHJARA,2003,19
2,CHLEA,2003,14
2,CHLEO,2003,13
2,CHLOEE,2003,28
2,CHLORANE,2003,3
2,CHLORIS,2003,3
2,CHLOÉ,2003,5801
2,CHOCHANA,2003,3
2,CHONA,2003,5
2,CHOUCHANE,2003,3
2,CHOUROUK,2003,4
2,CHRIS,2003,3
2,CHRISLENE,2003,3
2,CHRISLINE,2003,4
2,CHRISSIE,2003,4
2,CHRISSY,2003,6
2,CHRISTA,2003,13
2,CHRISTAL,2003,8
2,CHRISTALE,2003,4
2,CHRISTANA,2003,3
2,CHRISTEL,2003,5
2,CHRISTELLA,2003,8
2,CHRISTELLE,2003,108
2,CHRISTIANA,2003,10
2,CHRISTIANE,2003,12
2,CHRISTIE,2003,12
2,CHRISTINA,2003,63
2,CHRISTINE,2003,61
2,CHRISTY,2003,9
2,CHRYSTAL,2003,24
2,CHRYSTALE,2003,4
2,CHRYSTALLE,2003,4
2,CHRYSTELLE,2003,3
2,CHYMENE,2003,4
2,CIANA,2003,7
2,CIARA,2003,9
2,CIDJY,2003,6
2,CIGDEM,2003,5
2,CILIA,2003,19
2,CINDEL,2003,3
2,CINDELLE,2003,4
2,CINDIE,2003,9
2,CINDY,2003,366
2,CINTHIA,2003,9
2,CINTHYA,2003,6
2,CINZIA,2003,4
2,CIRCE,2003,16
2,CIRINE,2003,9
2,CISSE,2003,13
2,CITLALI,2003,4
2,CLAIRE,2003,1008
2,CLAIRE-EMMANUELLE,2003,4
2,CLAIRE-MARIE,2003,17
2,CLAIRE-MARINE,2003,3
2,CLARA,2003,4705
2,CLARA-LOU,2003,6
2,CLARA-MARIE,2003,4
2,CLARANCE,2003,3
2,CLARENCE,2003,20
2,CLARICE,2003,28
2,CLARIE,2003,6
2,CLARINE,2003,7
2,CLARIS,2003,5
2,CLARISSA,2003,13
2,CLARISSE,2003,843
2,CLARYCE,2003,4
2,CLARYS,2003,15
2,CLARYSSE,2003,30
2,CLAUDE,2003,4
2,CLAUDIA,2003,157
2,CLAUDIE,2003,15
2,CLAUDINE,2003,14
2,CLEANE,2003,7
2,CLEIA,2003,5
2,CLELIA,2003,227
2,CLELIE,2003,20
2,CLELYA,2003,5
2,CLEMIE,2003,3
2,CLEO,2003,262
2,CLEOPHEE,2003,37
2,CLERVIE,2003,12
2,CLHOE,2003,12
2,CLIVIA,2003,5
2,CLOANE,2003,3
2,CLOE,2003,765
2,CLOEE,2003,8
2,CLOELIA,2003,6
2,CLOTHILDE,2003,139
2,CLOTILDE,2003,177
2,CLÉA,2003,393
2,CLÉMENCE,2003,1782
2,CLÉMENTINE,2003,645
2,COLEEN,2003,64
2,COLETTE,2003,15
2,COLINE,2003,882
2,COLLEEN,2003,66
2,COLLINE,2003,44
2,COLLYNE,2003,13
2,COLOMBA,2003,8
2,COLOMBE,2003,58
2,COLOMBINE,2003,7
2,COLYN,2003,3
2,COLYNE,2003,96
2,CONSTANCE,2003,449
2,COPPELIA,2003,3
2,CORA,2003,3
2,CORAIL,2003,3
2,CORALIA,2003,3
2,CORALIE,2003,1156
2,CORALINE,2003,240
2,CORALLINE,2003,3
2,CORALY,2003,33
2,CORALYNE,2003,30
2,CORDELIA,2003,14
2,CORENTINE,2003,11
2,CORINE,2003,3
2,CORINNE,2003,18
2,CORNELIA,2003,10
2,CORY,2003,7
2,COUMBA,2003,38
2,COURA,2003,4
2,COURTNEY,2003,6
2,CRISTAL,2003,14
2,CRISTALE,2003,8
2,CRISTINA,2003,15
2,CRYSTA,2003,3
2,CRYSTAL,2003,71
2,CRYSTALE,2003,6
2,CYAN,2003,4
2,CYANE,2003,8
2,CYANN,2003,17
2,CYBELE,2003,5
2,CYBELIA,2003,67
2,CYBELLIA,2003,25
2,CYBILLE,2003,3
2,CYLIA,2003,105
2,CYLIANE,2003,8
2,CYNDA,2003,3
2,CYNDEL,2003,8
2,CYNDELLE,2003,8
2,CYNDI,2003,3
2,CYNDIA,2003,3
2,CYNDIE,2003,5
2,CYNDY,2003,4
2,CYNTHIA,2003,246
2,CYNTIA,2003,9
2,CYPRIANE,2003,4
2,CYPRILLE,2003,3
2,CYRIANE,2003,30
2,CYRIANNE,2003,6
2,CYRIEL,2003,5
2,CYRIELLE,2003,199
2,CYRILLE,2003,6
2,CYRINE,2003,32
2,CÉCILE,2003,406
2,CÉCILIA,2003,421
2,CÉLIA,2003,2339
2,CÉLINE,2003,527
2,DADO,2003,10
2,DAFINA,2003,3
2,DAFNE,2003,3
2,DAGMARA,2003,3
2,DAHBIA,2003,4
2,DAHLIA,2003,20
2,DAIANA,2003,4
2,DAINA,2003,14
2,DAISY,2003,32
2,DAKOTA,2003,3
2,DALAL,2003,9
2,DALEL,2003,3
2,DALHIA,2003,5
2,DALI,2003,4
2,DALIA,2003,41
2,DALILA,2003,35
2,DALINA,2003,3
2,DALLA,2003,5
2,DALVA,2003,5
2,DALYA,2003,27
2,DAMARIS,2003,4
2,DAMIA,2003,4
2,DAMLA,2003,22
2,DAMYA,2003,6
2,DANA,2003,87
2,DANAE,2003,57
2,DANAELLE,2003,9
2,DANAH,2003,4
2,DANIA,2003,28
2,DANIELA,2003,40
2,DANIELE,2003,6
2,DANIELLA,2003,21
2,DANIELLE,2003,24
2,DANIYA,2003,3
2,DANNA,2003,6
2,DANYA,2003,9
2,DAPHNEE,2003,64
2,DAPHNÉ,2003,211
2,DARA,2003,3
2,DARCY,2003,7
2,DARIA,2003,24
2,DARINA,2003,19
2,DARINE,2003,9
2,DARIYA,2003,3
2,DARLA,2003,4
2,DARLENE,2003,19
2,DARYNA,2003,3
2,DAUPHINE,2003,5
2,DAVIA,2003,3
2,DAVINA,2003,45
2,DAWN,2003,5
2,DAYANA,2003,16
2,DAYLIA,2003,3
2,DAYNA,2003,6
2,DEA,2003,4
2,DEANA,2003,3
2,DEBORA,2003,47
2,DEBORAH,2003,394
2,DEFNE,2003,9
2,DELAL,2003,3
2,DELFIN,2003,3
2,DELFINA,2003,3
2,DELHIA,2003,10
2,DELIA,2003,44
2,DELICE,2003,3
2,DELILA,2003,3
2,DELINA,2003,4
2,DELIZIA,2003,3
2,DELPHINE,2003,161
2,DELYA,2003,26
2,DENIA,2003,8
2,DENISE,2003,9
2,DENISSA,2003,3
2,DENIZ,2003,23
2,DEOTILLE,2003,4
2,DERINE,2003,3
2,DERYA,2003,24
2,DESIDERIA,2003,8
2,DESIREE,2003,12
2,DESTINA,2003,4
2,DESTINY,2003,4
2,DEVIKA,2003,4
2,DEVY,2003,4
2,DHARMA,2003,3
2,DHELIA,2003,7
2,DHELYA,2003,3
2,DIABA,2003,6
2,DIAHOUMBA,2003,4
2,DIAKHA,2003,3
2,DIAKHOUMBA,2003,4
2,DIALAMBA,2003,4
2,DIALLA,2003,5
2,DIANA,2003,149
2,DIANDRA,2003,3
2,DIANE,2003,321
2,DIANKE,2003,3
2,DIARA,2003,3
2,DIARIATOU,2003,4
2,DIARRA,2003,4
2,DICLE,2003,4
2,DIDEM,2003,11
2,DIENABA,2003,7
2,DIENEBA,2003,8
2,DIEYNABA,2003,16
2,DIHIA,2003,3
2,DIJLE,2003,4
2,DIKRA,2003,8
2,DILA,2003,3
2,DILAN,2003,11
2,DILARA,2003,88
2,DILAY,2003,5
2,DILBER,2003,4
2,DILEK,2003,5
2,DIMA,2003,5
2,DINA,2003,138
2,DINAH,2003,7
2,DIOULDE,2003,3
2,DIOUMA,2003,5
2,DIVINA,2003,6
2,DIVINE,2003,33
2,DIYA,2003,8
2,DIYE,2003,3
2,DJAINA,2003,3
2,DJAMILA,2003,33
2,DJANET,2003,5
2,DJANIS,2003,4
2,DJANNA,2003,3
2,DJEMILA,2003,4
2,DJENA,2003,30
2,DJENABA,2003,11
2,DJENABOU,2003,8
2,DJENEBA,2003,35
2,DJENEBOU,2003,8
2,DJENNA,2003,17
2,DJENNY,2003,4
2,DJESSICA,2003,3
2,DJESSY,2003,5
2,DJIHANE,2003,3
2,DJINA,2003,6
2,DJITA,2003,3
2,DJODY,2003,4
2,DJOULIA,2003,4
2,DJOUMA,2003,7
2,DOHA,2003,25
2,DOLLY,2003,3
2,DOLMA,2003,3
2,DOLORES,2003,35
2,DOMINIQUE,2003,14
2,DOMITILLE,2003,109
2,DONA,2003,10
2,DONATELLA,2003,3
2,DONATIENNE,2003,4
2,DONE,2003,4
2,DONIA,2003,134
2,DONNA,2003,9
2,DONYA,2003,18
2,DORA,2003,38
2,DORCAS,2003,16
2,DOREEN,2003,19
2,DORENE,2003,4
2,DORIA,2003,34
2,DORIANA,2003,13
2,DORIANE,2003,271
2,DORIANNE,2003,19
2,DORINA,2003,8
2,DORINDA,2003,3
2,DORINE,2003,247
2,DORINNE,2003,4
2,DORIS,2003,20
2,DOROTHEE,2003,6
2,DORRA,2003,5
2,DORSAF,2003,5
2,DORYA,2003,5
2,DORYANE,2003,14
2,DORYNE,2003,6
2,DORYS,2003,3
2,DOUA,2003,13
2,DOUAA,2003,13
2,DOUCELINE,2003,3
2,DOUHA,2003,7
2,DOUNIA,2003,372
2,DOUNYA,2003,18
2,DRAGANA,2003,3
2,DUNE,2003,21
2,DUNYA,2003,6
2,DUYGU,2003,15
2,DVORAH,2003,3
2,DYANA,2003,4
2,DYNA,2003,9
2,EBONY,2003,3
2,EBRU,2003,13
2,EBTISSEM,2003,4
2,ECE,2003,4
2,EDA,2003,66
2,EDA-NUR,2003,8
2,EDANA,2003,5
2,EDANUR,2003,18
2,EDELINE,2003,9
2,EDEN,2003,239
2,EDENE,2003,6
2,EDINA,2003,3
2,EDITH,2003,29
2,EDMA,2003,3
2,EDMEE,2003,3
2,EDONA,2003,5
2,EDWIGE,2003,32
2,EDWINA,2003,12
2,EEVA,2003,3
2,EFFIE,2003,4
2,EFTELYA,2003,3
2,EGLANTINE,2003,122
2,EILEEN,2003,38
2,EINAT,2003,10
2,EIREEN,2003,4
2,EIYA,2003,4
2,EKATERINA,2003,6
2,EKRAM,2003,3
2,EL,2003,5
2,ELA,2003,22
2,ELAE,2003,3
2,ELAIA,2003,32
2,ELAINE,2003,5
2,ELAIS,2003,3
2,ELANE,2003,4
2,ELANOR,2003,4
2,ELANORE,2003,3
2,ELANUR,2003,11
2,ELARA,2003,3
2,ELAURA,2003,13
2,ELDA,2003,3
2,ELEA,2003,481
2,ELEANA,2003,37
2,ELEANE,2003,12
2,ELEANOR,2003,51
2,ELEANORE,2003,26
2,ELEM,2003,3
2,ELEN,2003,7
2,ELENA,2003,581
2,ELEONA,2003,4
2,ELEONOR,2003,24
2,ELEONORA,2003,11
2,ELEONORE,2003,454
2,ELFI,2003,4
2,ELFIE,2003,24
2,ELIA,2003,180
2,ELIAH,2003,4
2,ELIANA,2003,25
2,ELIANE,2003,29
2,ELICHEVA,2003,3
2,ELICIA,2003,7
2,ELIETTE,2003,18
2,ELIF,2003,87
2,ELIF-NUR,2003,6
2,ELIJAH,2003,12
2,ELIN,2003,3
2,ELINA,2003,289
2,ELINE,2003,201
2,ELINOR,2003,6
2,ELIONA,2003,5
2,ELIORA,2003,3
2,ELISA,2003,2304
2,ELISABETH,2003,148
2,ELISE,2003,1639
2,ELISEA,2003,5
2,ELISEE,2003,14
2,ELISHA,2003,5
2,ELISHEVA,2003,4
2,ELISIA,2003,3
2,ELISSA,2003,13
2,ELIYA,2003,4
2,ELIYAH,2003,3
2,ELIZ,2003,6
2,ELIZA,2003,64
2,ELIZABETH,2003,20
2,ELIZE,2003,3
2,ELLA,2003,188
2,ELLEA,2003,5
2,ELLEN,2003,19
2,ELLENA,2003,4
2,ELLIA,2003,7
2,ELLIE,2003,15
2,ELLINA,2003,6
2,ELLINE,2003,4
2,ELLINOR,2003,3
2,ELLORA,2003,6
2,ELLY,2003,3
2,ELLYA,2003,4
2,ELLYN,2003,18
2,ELLYNE,2003,8
2,ELLYNN,2003,5
2,ELMA,2003,30
2,ELMAS,2003,3
2,ELOA,2003,8
2,ELOANE,2003,45
2,ELOANN,2003,3
2,ELODIE,2003,1215
2,ELODY,2003,31
2,ELOHA,2003,3
2,ELOINA,2003,3
2,ELOINE,2003,19
2,ELOISA,2003,5
2,ELOISE,2003,1056
2,ELOIZE,2003,3
2,ELONA,2003,112
2,ELONIE,2003,6
2,ELORA,2003,133
2,ELORRI,2003,20
2,ELOUANN,2003,3
2,ELOUNA,2003,3
2,ELOYSE,2003,4
2,ELSA,2003,1189
2,ELSI,2003,3
2,ELSIE,2003,13
2,ELSSA,2003,3
2,ELSY,2003,8
2,ELVAN,2003,13
2,ELVINA,2003,47
2,ELVIRA,2003,10
2,ELVIRE,2003,30
2,ELVYNA,2003,6
2,ELWENN,2003,3
2,ELYA,2003,35
2,ELYAH,2003,4
2,ELYANA,2003,6
2,ELYJAH,2003,5
2,ELYN,2003,14
2,ELYNA,2003,24
2,ELYNE,2003,53
2,ELYNN,2003,3
2,ELYSA,2003,61
2,ELYSE,2003,60
2,ELYSEE,2003,3
2,ELYSSA,2003,14
2,ELYSSIA,2003,3
2,ELZA,2003,28
2,ELÉONORE,2003,5
2,EMA,2003,218
2,EMANUELA,2003,3
2,EMEL,2003,15
2,EMELIE,2003,8
2,EMELINE,2003,906
2,EMELLE,2003,3
2,EMELYN,2003,6
2,EMELYNE,2003,129
2,EMERANCE,2003,7
2,EMERAUDE,2003,22
2,EMERENCE,2003,5
2,EMI,2003,11
2,EMIE,2003,147
2,EMILIA,2003,69
2,EMILIANA,2003,3
2,EMILIE,2003,2087
2,EMILIE-ROSE,2003,3
2,EMILIENNE,2003,9
2,EMILINE,2003,6
2,EMILY,2003,107
2,EMILYA,2003,3
2,EMINE,2003,24
2,EMIRA,2003,4
2,EMMA,2003,6231
2,EMMA-LISA,2003,3
2,EMMA-LOU,2003,7
2,EMMA-LOUISE,2003,9
2,EMMA-ROSE,2003,3
2,EMMAELLE,2003,3
2,EMMANUELA,2003,3
2,EMMANUELLA,2003,28
2,EMMANUELLE,2003,222
2,EMMELINE,2003,34
2,EMMELYNE,2003,3
2,EMMI,2003,3
2,EMMIE,2003,69
2,EMMY,2003,284
2,EMMYLOU,2003,5
2,EMNA,2003,37
2,EMY,2003,185
2,EMYLIE,2003,7
2,ENA,2003,6
2,ENAELLE,2003,4
2,ENDA,2003,3
2,ENEA,2003,20
2,ENEKA,2003,3
2,ENGIE,2003,3
2,ENGY,2003,3
2,ENISSA,2003,4
2,ENJIE,2003,3
2,ENJY,2003,3
2,ENOLA,2003,413
2,ENOLLA,2003,4
2,ENORA,2003,606
2,ENORAH,2003,3
2,ENYA,2003,18
2,ENZA,2003,55
2,EOLE,2003,7
2,EOLIA,2003,14
2,EOWYN,2003,5
2,EPONINE,2003,9
2,ERELL,2003,45
2,ERELLE,2003,4
2,ERICA,2003,24
2,ERICKA,2003,38
2,ERIKA,2003,191
2,ERIN,2003,131
2,ERINA,2003,31
2,ERINE,2003,177
2,ERINN,2003,7
2,ERINNE,2003,4
2,ERNA,2003,4
2,ERNESTINE,2003,4
2,ERVA,2003,7
2,ERYKA,2003,4
2,ERYN,2003,16
2,ERYNA,2003,5
2,ERYNE,2003,42
2,ERYNN,2003,7
2,ESHA,2003,3
2,ESIN,2003,11
2,ESLEM,2003,6
2,ESMA,2003,36
2,ESMA-NUR,2003,3
2,ESMERALDA,2003,19
2,ESPERANCE,2003,17
2,ESPERANZA,2003,6
2,ESPOIR,2003,3
2,ESRA,2003,58
2,ESSIA,2003,8
2,ESSYA,2003,3
2,ESTEE,2003,6
2,ESTEL,2003,16
2,ESTELA,2003,3
2,ESTELLA,2003,8
2,ESTELLE,2003,740
2,ESTER,2003,7
2,ESTERA,2003,4
2,ESTHER,2003,272
2,ESTITXU,2003,4
2,ESTRELLA,2003,10
2,ETEL,2003,3
2,ETHEL,2003,44
2,EUGÉNIE,2003,272
2,EULALIE,2003,103
2,EULALY,2003,3
2,EUNICE,2003,31
2,EUPHEMIA,2003,3
2,EUPHRASIE,2003,3
2,EURIELLE,2003,3
2,EURYDICE,2003,7
2,EVA,2003,3335
2,EVA-MARIE,2003,14
2,EVAELLE,2003,10
2,EVALUNA,2003,3
2,EVANA,2003,23
2,EVANE,2003,39
2,EVANGELINE,2003,11
2,EVANNE,2003,9
2,EVE,2003,441
2,EVE-ANNE,2003,8
2,EVE-MARIE,2003,6
2,EVELINE,2003,3
2,EVELYNE,2003,22
2,EVER,2003,8
2,EVIE,2003,31
2,EVIN,2003,6
2,EVODIE,2003,7
2,EVORA,2003,3
2,EVY,2003,22
2,EWA,2003,9
2,EXAUCEE,2003,9
2,EYA,2003,41
2,EYLEM,2003,4
2,EYMELINE,2003,3
2,EZGI,2003,13
2,FABIANA,2003,5
2,FABIENNE,2003,12
2,FABIOLA,2003,30
2,FADELA,2003,7
2,FADHILA,2003,8
2,FADIA,2003,6
2,FADILA,2003,5
2,FADIMA,2003,3
2,FADIME,2003,13
2,FADOUA,2003,9
2,FADWA,2003,17
2,FAHIMA,2003,4
2,FAINA,2003,5
2,FAIROUZ,2003,6
2,FAITH,2003,4
2,FAIZA,2003,55
2,FALLON,2003,3
2,FALLONE,2003,8
2,FALONE,2003,18
2,FALONNE,2003,5
2,FANCHON,2003,12
2,FANELIA,2003,3
2,FANELIE,2003,13
2,FANELLY,2003,3
2,FANELY,2003,3
2,FANETTE,2003,23
2,FANIA,2003,6
2,FANIE,2003,11
2,FANNI,2003,3
2,FANNIE,2003,25
2,FANNY,2003,1187
2,FANTA,2003,75
2,FANTINE,2003,142
2,FANY,2003,54
2,FAOULA,2003,3
2,FARA,2003,5
2,FARAH,2003,271
2,FARDA,2003,3
2,FARHA,2003,11
2,FARIDA,2003,16
2,FARIEL,2003,3
2,FARMATA,2003,3
2,FARRAH,2003,9
2,FATEN,2003,3
2,FATENE,2003,3
2,FATHIA,2003,6
2,FATI,2003,3
2,FATIHA,2003,21
2,FATIM,2003,13
2,FATIMA,2003,236
2,FATIMA-ZAHRA,2003,23
2,FATIMA-ZOHRA,2003,38
2,FATIMATA,2003,33
2,FATIMATOU,2003,3
2,FATIME,2003,7
2,FATINE,2003,16
2,FATMA,2003,86
2,FATMA-NUR,2003,8
2,FATMANUR,2003,3
2,FATNA,2003,10
2,FATOU,2003,66
2,FATOUMA,2003,22
2,FATOUMATA,2003,277
2,FATOUMATA-BINTA,2003,3
2,FATY,2003,3
2,FAUSTINE,2003,445
2,FAUVE,2003,5
2,FAYE,2003,7
2,FAYROUZ,2003,3
2,FAYZA,2003,7
2,FEDERICA,2003,3
2,FEDWA,2003,3
2,FEIROUZ,2003,3
2,FELICE,2003,3
2,FELICIA,2003,44
2,FELICIE,2003,66
2,FELICITE,2003,16
2,FELINA,2003,3
2,FELLA,2003,5
2,FENDA,2003,8
2,FERDAOUS,2003,6
2,FERDAOUSSE,2003,3
2,FERIAL,2003,7
2,FERIALE,2003,5
2,FERIDE,2003,3
2,FERIEL,2003,53
2,FERIELLE,2003,7
2,FERNANDA,2003,4
2,FEROUZ,2003,5
2,FERYAL,2003,5
2,FERYEL,2003,16
2,FEYZA,2003,33
2,FIDA,2003,3
2,FIDAN,2003,3
2,FIDELINE,2003,4
2,FIDJI,2003,10
2,FILIPPINE,2003,3
2,FILIZ,2003,13
2,FILLY,2003,3
2,FILY,2003,5
2,FIONA,2003,552
2,FIORA,2003,4
2,FIORELLA,2003,7
2,FIRDAOUS,2003,14
2,FIRDAWS,2003,23
2,FIRDAWSSE,2003,3
2,FIRDEVS,2003,8
2,FIZA,2003,5
2,FLAMINE,2003,3
2,FLAVIA,2003,53
2,FLAVIE,2003,1182
2,FLAVY,2003,74
2,FLEUR,2003,115
2,FLEURIANE,2003,6
2,FLEURIANNE,2003,3
2,FLEURINE,2003,12
2,FLO,2003,3
2,FLORA,2003,515
2,FLORAINE,2003,3
2,FLORANE,2003,20
2,FLORANNE,2003,5
2,FLORE,2003,215
2,FLORE-ANNE,2003,5
2,FLORELLE,2003,12
2,FLORENCE,2003,84
2,FLORENE,2003,4
2,FLORENTINA,2003,3
2,FLORENTINE,2003,31
2,FLORES,2003,4
2,FLORETTE,2003,12
2,FLORIA,2003,12
2,FLORIANA,2003,11
2,FLORIANE,2003,323
2,FLORIANNE,2003,17
2,FLORICA,2003,3
2,FLORIE,2003,31
2,FLORINA,2003,17
2,FLORINDA,2003,4
2,FLORINE,2003,462
2,FLORYANE,2003,6
2,FLORYNE,2003,6
2,FOSTINE,2003,7
2,FOULEYMATA,2003,5
2,FOUNE,2003,12
2,FOUZIA,2003,5
2,FRANCE,2003,21
2,FRANCESCA,2003,53
2,FRANCINE,2003,9
2,FRANCISCA,2003,11
2,FRANÇOISE,2003,19
2,FRÉDÉRIQUE,2003,41
2,FULYA,2003,4
2,FUNDA,2003,9
2,FYONA,2003,9
2,FYRIEL,2003,3
2,GABI,2003,3
2,GABRIELA,2003,22
2,GABRIELE,2003,5
2,GABRIELLA,2003,44
2,GABRIELLE,2003,519
2,GABY,2003,11
2,GAELANE,2003,4
2,GAELE,2003,3
2,GAELLE,2003,407
2,GAETANE,2003,23
2,GAIA,2003,69
2,GAIANE,2003,17
2,GAID,2003,4
2,GAIDIG,2003,3
2,GALA,2003,7
2,GALADRIEL,2003,3
2,GALATEE,2003,5
2,GALLY,2003,3
2,GAMZE,2003,27
2,GARA,2003,3
2,GARANCE,2003,393
2,GARENCE,2003,3
2,GARLONN,2003,4
2,GAYA,2003,5
2,GAYANE,2003,6
2,GEMIMA,2003,3
2,GEMMA,2003,4
2,GENA,2003,10
2,GENEVIÈVE,2003,10
2,GENNA,2003,9
2,GEORGIA,2003,22
2,GERALDINE,2003,31
2,GERMAINE,2003,4
2,GERSANDE,2003,4
2,GERSENDE,2003,14
2,GHADA,2003,4
2,GHALIA,2003,4
2,GHISLAINE,2003,10
2,GHITA,2003,5
2,GHIZLAINE,2003,3
2,GHIZLANE,2003,5
2,GHIZLENE,2003,3
2,GHJULIA,2003,3
2,GIADA,2003,5
2,GIHANE,2003,12
2,GILIA,2003,3
2,GILIANE,2003,5
2,GILLIAN,2003,6
2,GILLIANE,2003,11
2,GINA,2003,40
2,GINGER,2003,10
2,GIORGIA,2003,5
2,GIOVANNA,2003,17
2,GISÈLE,2003,8
2,GIULIA,2003,90
2,GIULIANA,2003,17
2,GIZEM,2003,45
2,GLADYS,2003,147
2,GLAWDYS,2003,8
2,GLENDA,2003,3
2,GLOIRE,2003,5
2,GLORIA,2003,60
2,GLORIANE,2003,3
2,GLWADYS,2003,13
2,GNIMA,2003,4
2,GOKCE,2003,4
2,GONUL,2003,4
2,GOUNDO,2003,15
2,GOUNDOBA,2003,10
2,GOZDE,2003,5
2,GRACE,2003,127
2,GRACE-DIVINE,2003,3
2,GRACIA,2003,6
2,GRAZIELLA,2003,18
2,GRETA,2003,5
2,GUENAELLE,2003,13
2,GUENOLA,2003,7
2,GUILA,2003,4
2,GUILLEMETTE,2003,44
2,GUILLIANE,2003,3
2,GUL,2003,8
2,GULAY,2003,3
2,GULBAHAR,2003,6
2,GULCAN,2003,4
2,GULFIDAN,2003,3
2,GULHAN,2003,3
2,GULSEN,2003,3
2,GULSUM,2003,6
2,GULUZAR,2003,3
2,GUYLAINE,2003,4
2,GWANAELLE,2003,12
2,GWEN,2003,7
2,GWENAELE,2003,4
2,GWENAELLE,2003,315
2,GWENDALINA,2003,3
2,GWENDELINE,2003,5
2,GWENDOLINE,2003,405
2,GWENDOLYN,2003,7
2,GWENDOLYNE,2003,27
2,GWENDOLYNN,2003,4
2,GWENN,2003,35
2,GWENNAELLE,2003,12
2,GWENNAN,2003,3
2,GWENNOLINE,2003,3
2,GWENOLA,2003,36
2,GWLADYS,2003,99
2,HABI,2003,3
2,HABIBA,2003,16
2,HABIBATA,2003,3
2,HABIBATOU,2003,9
2,HABY,2003,17
2,HACER,2003,5
2,HACHIMIA,2003,3
2,HACINA,2003,3
2,HADASSA,2003,5
2,HADDA,2003,5
2,HADHOUM,2003,3
2,HADIA,2003,11
2,HADIDJA,2003,9
2,HADIL,2003,9
2,HADILE,2003,5
2,HADJA,2003,16
2,HADJAR,2003,6
2,HADJER,2003,14
2,HADJIRA,2003,3
2,HAFIDA,2003,7
2,HAFSA,2003,73
2,HAFSSA,2003,12
2,HAGAR,2003,3
2,HAGER,2003,4
2,HAIFA,2003,3
2,HAILIE,2003,3
2,HAIZE,2003,5
2,HAIZEA,2003,4
2,HAJAR,2003,120
2,HAJARE,2003,7
2,HAJER,2003,10
2,HAJRA,2003,4
2,HAKIMA,2003,5
2,HALA,2003,4
2,HALIMA,2003,84
2,HALIMATA,2003,3
2,HALIMATOU,2003,6
2,HALISE,2003,3
2,HALYA,2003,5
2,HAMEL,2003,4
2,HANA,2003,96
2,HANAA,2003,9
2,HANAE,2003,65
2,HANAN,2003,13
2,HANANE,2003,45
2,HANEN,2003,3
2,HANENE,2003,6
2,HANIA,2003,32
2,HANIFA,2003,10
2,HANIFE,2003,7
2,HANINE,2003,9
2,HANIYA,2003,3
2,HANNA,2003,156
2,HANNAE,2003,6
2,HANNAH,2003,160
2,HANNAN,2003,5
2,HANNEN,2003,4
2,HANYA,2003,8
2,HAOUA,2003,3
2,HARENA,2003,3
2,HARMONIE,2003,18
2,HARMONY,2003,20
2,HARRIET,2003,3
2,HASNA,2003,46
2,HASNAA,2003,3
2,HASRET,2003,3
2,HASSATOU,2003,3
2,HASSINA,2003,6
2,HASSNA,2003,7
2,HATICE,2003,34
2,HATOUMA,2003,12
2,HATOUMATA,2003,4
2,HAVA,2003,10
2,HAWA,2003,115
2,HAWAI,2003,5
2,HAWWA,2003,3
2,HAYA,2003,14
2,HAYAM,2003,5
2,HAYAT,2003,24
2,HAYATE,2003,7
2,HAYET,2003,9
2,HAYETTE,2003,6
2,HAYRUNNISA,2003,3
2,HAZAL,2003,10
2,HAZEL,2003,4
2,HEATHER,2003,46
2,HEDIA,2003,3
2,HEDIYE,2003,3
2,HEIDI,2003,55
2,HEIDY,2003,6
2,HELA,2003,10
2,HELEA,2003,21
2,HELEN,2003,8
2,HELENA,2003,326
2,HELEONORE,2003,6
2,HELIA,2003,39
2,HELIETTE,2003,3
2,HELIN,2003,33
2,HELINA,2003,6
2,HELINE,2003,15
2,HELLA,2003,8
2,HELYA,2003,5
2,HEMA,2003,4
2,HEMMA,2003,9
2,HEMY,2003,3
2,HENDA,2003,13
2,HENIA,2003,3
2,HENOLA,2003,5
2,HENORA,2003,5
2,HENRIETTE,2003,6
2,HERMANCE,2003,10
2,HERMELINE,2003,8
2,HERMINE,2003,59
2,HERMIONE,2003,33
2,HETA,2003,3
2,HIBA,2003,46
2,HIDAYA,2003,9
2,HILAL,2003,43
2,HILARY,2003,18
2,HILDA,2003,8
2,HILDEGARDE,2003,3
2,HILLARY,2003,8
2,HIMAYA,2003,4
2,HINA,2003,15
2,HINATEA,2003,8
2,HIND,2003,81
2,HINDA,2003,9
2,HINDE,2003,13
2,HOLLY,2003,5
2,HOMBELINE,2003,6
2,HONORINE,2003,135
2,HORTENSE,2003,166
2,HOSANNA,2003,5
2,HOUARIA,2003,5
2,HOUDA,2003,35
2,HOULEYE,2003,3
2,HOUNAIDA,2003,3
